Loading checkpoint model /speech/ds_pytorch_chkpts_lstm_5/deepspeech_checkpoint_epoch_16_iter_2200.pth
[['/speech/movieswavs/Aus_dem_Nichts/Aus_dem_Nichts_2.wav', 'ja mann was geht']]
[['/speech/german-speechdata-package-v2/dev/2015-02-04-12-57-26_Samson.wav', 'steuerbetrug und steuerhinterziehung senken das bip um rund zweihundert milliarden eur pro jahr']]
Shuffling batches for the following epochs
Warning:  apex was installed without --cpp_ext.  Falling back to Python flatten and unflatten.
DistributedDataParallel(
  (module): DeepSpeech(
    (conv): MaskConv(
      (seq_module): Sequential(
        (0): Conv2d(1, 32, kernel_size=(41, 11), stride=(2, 2), padding=(20, 5))
        (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
        (2): Hardtanh(min_val=0, max_val=20, inplace)
        (3): Conv2d(32, 32, kernel_size=(21, 11), stride=(2, 1), padding=(10, 5))
        (4): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
        (5): Hardtanh(min_val=0, max_val=20, inplace)
      )
    )
    (rnns): Sequential(
      (0): BatchRNN(
        (rnn): LSTM(1312, 800, bidirectional=True)
      )
      (1): BatchRNN(
        (batch_norm): SequenceWise (
        BatchNorm1d(800, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True))
        (rnn): LSTM(800, 800, bidirectional=True)
      )
      (2): BatchRNN(
        (batch_norm): SequenceWise (
        BatchNorm1d(800, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True))
        (rnn): LSTM(800, 800, bidirectional=True)
      )
      (3): BatchRNN(
        (batch_norm): SequenceWise (
        BatchNorm1d(800, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True))
        (rnn): LSTM(800, 800, bidirectional=True)
      )
      (4): BatchRNN(
        (batch_norm): SequenceWise (
        BatchNorm1d(800, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True))
        (rnn): LSTM(800, 800, bidirectional=True)
      )
    )
    (fc): Sequential(
      (0): SequenceWise (
      Sequential(
        (0): BatchNorm1d(800, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
        (1): Linear(in_features=800, out_features=32, bias=False)
      ))
    )
    (inference_softmax): InferenceBatchSoftmax()
  )
)
Number of parameters: 54825568
Epoch: [16][2201/8557]	Time 6.479 (6.479)	Data 2.378 (2.378)	Loss 2.2574 (2.2574)	
Epoch: [16][2202/8557]	Time 4.607 (5.543)	Data 0.002 (1.190)	Loss 6.5680 (4.4127)	
Epoch: [16][2203/8557]	Time 4.708 (5.265)	Data 0.005 (0.795)	Loss 2.5602 (3.7952)	
Epoch: [16][2204/8557]	Time 4.424 (5.055)	Data 0.002 (0.597)	Loss 9.7006 (5.2716)	
Epoch: [16][2205/8557]	Time 6.038 (5.251)	Data 0.045 (0.486)	Loss 15.7318 (7.3636)	
Epoch: [16][2206/8557]	Time 3.108 (4.894)	Data 0.002 (0.406)	Loss 11.1543 (7.9954)	
Epoch: [16][2207/8557]	Time 3.807 (4.739)	Data 0.001 (0.348)	Loss 5.7642 (7.6766)	
Epoch: [16][2208/8557]	Time 3.707 (4.610)	Data 0.002 (0.305)	Loss 3.3191 (7.1320)	
Epoch: [16][2209/8557]	Time 4.179 (4.562)	Data 0.005 (0.271)	Loss 2.4345 (6.6100)	
Epoch: [16][2210/8557]	Time 6.929 (4.799)	Data 0.004 (0.245)	Loss 15.7048 (7.5195)	
Epoch: [16][2211/8557]	Time 9.496 (5.226)	Data 0.003 (0.223)	Loss 7.7791 (7.5431)	
Epoch: [16][2212/8557]	Time 3.813 (5.108)	Data 0.004 (0.204)	Loss 14.4670 (8.1201)	
Epoch: [16][2213/8557]	Time 4.201 (5.038)	Data 0.004 (0.189)	Loss 1.4129 (7.6042)	
Epoch: [16][2214/8557]	Time 5.513 (5.072)	Data 0.004 (0.176)	Loss 5.7662 (7.4729)	
Epoch: [16][2215/8557]	Time 5.812 (5.121)	Data 0.004 (0.164)	Loss 1.4813 (7.0734)	
Epoch: [16][2216/8557]	Time 4.993 (5.113)	Data 0.004 (0.154)	Loss 3.7695 (6.8669)	
Epoch: [16][2217/8557]	Time 4.808 (5.095)	Data 0.004 (0.146)	Loss 3.5629 (6.6726)	
Epoch: [16][2218/8557]	Time 4.053 (5.038)	Data 0.004 (0.138)	Loss 3.7332 (6.5093)	
Epoch: [16][2219/8557]	Time 6.875 (5.134)	Data 0.004 (0.131)	Loss 3.1031 (6.3300)	
Epoch: [16][2220/8557]	Time 3.965 (5.076)	Data 0.004 (0.124)	Loss 1.0180 (6.0644)	
Epoch: [16][2221/8557]	Time 2.763 (4.966)	Data 0.003 (0.119)	Loss 22.5444 (6.8492)	
